ticket_id,created_date,resolved_date,channel,category,priority,agent,resolution_time_hours,satisfaction_score,status
TCK-00943,2025-07-19,2025-07-19 11:46:12.000000000,Email,Product Question,Medium,Agent_17,11.77,5.0,Resolved
TCK-04089,2025-07-19,2025-07-19 03:00:36.000000000,Email,Billing,Low,Agent_03,3.01,,Resolved
TCK-04056,2025-07-19,2025-07-19 05:27:00.000000000,Phone,Billing,Low,Agent_11,5.45,2.0,Resolved
TCK-02794,2025-07-19,2025-07-19 06:54:00.000000000,Phone,Refund Request,Medium,Agent_08,6.9,3.0,Reopened
TCK-01537,2025-07-20,2025-07-20 01:54:36.000000000,Email,Account Access,Medium,Agent_20,1.91,,Resolved
TCK-03788,2025-07-20,2025-07-20 03:43:48.000000000,Chat,Complaint,Medium,Agent_11,3.73,,Closed
TCK-04668,2025-07-20,2025-07-20 01:17:23.999999999,Email,Billing,Urgent,Agent_17,1.29,,Resolved
TCK-03783,2025-07-20,2025-07-20 09:21:00.000000000,Phone,Refund Request,Medium,Agent_07,9.35,3.0,Resolved
TCK-01283,2025-07-20,2025-07-20 05:37:12.000000000,Email,Billing,Low,Agent_03,5.62,4.0,Resolved
TCK-03026,2025-07-20,2025-07-20 02:28:48.000000000,Email,Complaint,Low,Agent_15,2.48,,Resolved
TCK-00839,2025-07-20,2025-07-20 03:05:24.000000000,Phone,Complaint,Medium,Agent_13,3.09,,Resolved
TCK-00952,2025-07-20,2025-07-20 03:59:24.000000000,Email,Complaint,Medium,Agent_02,3.99,5.0,Reopened
TCK-04998,2025-07-20,2025-07-20 06:35:24.000000000,Phone,Technical Issue,Low,Agent_15,6.59,3.0,Resolved
TCK-03874,2025-07-20,2025-07-20 03:06:36.000000000,Email,Technical Issue,Urgent,Agent_08,3.11,3.0,Resolved
TCK-00615,2025-07-21,2025-07-21 07:23:24.000000000,Phone,Technical Issue,Low,Agent_02,7.39,4.0,Closed
TCK-01957,2025-07-21,2025-07-21 10:19:12.000000000,Phone,Account Access,Medium,Agent_12,10.32,3.0,Resolved
TCK-02212,2025-07-21,2025-07-21 04:25:12.000000000,Chat,Technical Issue,Low,Agent_07,4.42,4.0,Closed
TCK-04409,2025-07-21,2025-07-21 09:19:48.000000000,Email,Product Question,Low,Agent_09,9.33,3.0,Resolved
TCK-01182,2025-07-21,2025-07-21 02:46:12.000000000,Email,Account Access,Low,Agent_15,2.77,,Resolved
TCK-04313,2025-07-21,2025-07-21 07:01:12.000000000,Email,Account Access,Low,Agent_14,7.02,,Closed
TCK-00722,2025-07-21,2025-07-21 01:11:24.000000000,Phone,Refund Request,Low,Agent_09,1.19,4.0,Resolved
TCK-01457,2025-07-21,2025-07-21 05:52:48.000000000,Email,Billing,Low,Agent_15,5.88,4.0,Closed
TCK-01800,2025-07-21,2025-07-21 06:08:24.000000000,Email,Billing,Medium,Agent_03,6.14,,Resolved
TCK-03106,2025-07-21,2025-07-21 02:25:12.000000000,Phone,Product Question,Medium,Agent_19,2.42,5.0,Reopened
TCK-04954,2025-07-21,2025-07-21 06:29:24.000000000,Phone,Billing,Medium,Agent_11,6.49,3.0,Resolved
TCK-01585,2025-07-21,2025-07-21 01:13:12.000000000,Chat,Product Question,High,Agent_04,1.22,4.0,Closed
TCK-02295,2025-07-21,2025-07-21 07:45:00.000000000,Email,Refund Request,Low,Agent_17,7.75,,Closed
TCK-02364,2025-07-21,2025-07-21 18:07:48.000000000,Email,Technical Issue,Low,Agent_14,18.13,,Resolved
TCK-01325,2025-07-22,2025-07-22 05:41:24.000000000,Social Media,Product Question,Medium,Agent_19,5.69,,Resolved
TCK-02546,2025-07-22,2025-07-22 06:42:36.000000000,Phone,Refund Request,Medium,Agent_13,6.71,,Resolved
TCK-01991,2025-07-22,2025-07-22 01:10:12.000000000,Phone,Account Access,Urgent,Agent_17,1.17,5.0,Closed
TCK-00290,2025-07-22,2025-07-22 11:55:48.000000000,Email,Billing,Low,Agent_05,11.93,3.0,Resolved
TCK-01044,2025-07-22,2025-07-22 03:31:12.000000000,Email,Technical Issue,Medium,Agent_19,3.52,4.0,Closed
TCK-04883,2025-07-22,2025-07-22 03:38:24.000000000,Email,Product Question,Medium,Agent_01,3.64,5.0,Resolved
TCK-00268,2025-07-22,2025-07-22 01:22:12.000000000,Phone,Complaint,High,Agent_17,1.37,4.0,Closed
TCK-04157,2025-07-22,2025-07-22 01:09:36.000000000,Email,Technical Issue,High,Agent_17,1.16,,Resolved
TCK-03746,2025-07-22,2025-07-22 05:12:00.000000000,Chat,Billing,Low,Agent_10,5.2,3.0,Resolved
TCK-01898,2025-07-22,2025-07-22 04:03:36.000000000,Email,Product Question,Medium,Agent_18,4.06,3.0,Resolved
TCK-01218,2025-07-22,2025-07-22 05:51:36.000000000,Phone,Technical Issue,Medium,Agent_20,5.86,4.0,Closed
TCK-03558,2025-07-22,2025-07-22 06:58:12.000000000,Email,Account Access,Low,Unknown,6.97,3.0,Resolved
TCK-04774,2025-07-22,2025-07-22 05:28:12.000000000,Email,Account Access,Low,Agent_13,5.47,3.0,Closed
TCK-00715,2025-07-22,2025-07-22 13:22:12.000000000,Email,Complaint,Medium,Agent_13,13.37,1.0,Resolved
TCK-04637,2025-07-22,2025-07-22 03:00:36.000000000,Chat,Complaint,Medium,Agent_08,3.01,4.0,Resolved
TCK-04760,2025-07-22,2025-07-22 12:31:12.000000000,Phone,Product Question,Low,Agent_06,12.52,,Reopened
TCK-00073,2025-07-22,2025-07-22 04:07:48.000000000,Phone,Complaint,High,Agent_15,4.13,5.0,Resolved
TCK-00416,2025-07-22,2025-07-22 01:34:11.999999999,Phone,Technical Issue,Low,Agent_20,1.57,,Resolved
TCK-01624,2025-07-22,2025-07-22 00:43:48.000000000,Email,Product Question,High,Agent_16,0.73,,Resolved
TCK-00092,2025-07-22,2025-07-22 08:31:48.000000000,Chat,Product Question,Low,Agent_08,8.53,4.0,Resolved
TCK-01525,2025-07-23,2025-07-23 01:12:00.000000000,Phone,Technical Issue,High,Agent_08,1.2,4.0,Resolved
TCK-00963,2025-07-23,2025-07-23 05:50:24.000000000,Chat,Complaint,Low,Agent_08,5.84,3.0,Resolved
TCK-00118,2025-07-23,2025-07-23 02:16:48.000000000,Email,Refund Request,High,Agent_13,2.28,,Resolved
TCK-01089,2025-07-23,2025-07-23 11:45:00.000000000,Email,Technical Issue,Medium,Agent_04,11.75,,Resolved
TCK-03136,2025-07-23,2025-07-23 04:44:24.000000000,Email,Technical Issue,Medium,Agent_11,4.74,3.0,Resolved
TCK-04331,2025-07-23,2025-07-23 05:54:36.000000000,Social Media,Billing,High,Agent_20,5.91,3.0,Resolved
TCK-04514,2025-07-23,2025-07-23 01:38:24.000000000,Email,Billing,Medium,Agent_07,1.64,5.0,Closed
TCK-03621,2025-07-23,2025-07-23 04:36:36.000000000,Email,Technical Issue,Medium,Agent_02,4.61,4.0,Resolved
TCK-04747,2025-07-24,2025-07-24 05:12:00.000000000,Email,Account Access,Low,Agent_08,5.2,4.0,Resolved
TCK-02386,2025-07-24,2025-07-24 03:52:12.000000000,Phone,Product Question,Medium,Agent_01,3.87,4.0,Resolved
TCK-03720,2025-07-24,2025-07-24 02:12:00.000000000,Phone,Billing,Urgent,Agent_16,2.2,5.0,Closed
TCK-03571,2025-07-24,2025-07-24 04:33:36.000000000,Email,Account Access,Low,Agent_15,4.56,4.0,Resolved
TCK-01935,2025-07-24,2025-07-24 04:10:48.000000000,Phone,Account Access,Medium,Agent_13,4.18,5.0,Resolved
TCK-00094,2025-07-24,2025-07-24 14:51:36.000000000,Chat,Technical Issue,Medium,Agent_05,14.86,3.0,Resolved
TCK-03803,2025-07-24,2025-07-24 04:28:12.000000000,Chat,Account Access,Low,Agent_14,4.47,4.0,Resolved
TCK-01347,2025-07-24,2025-07-24 04:47:24.000000000,Phone,Billing,Medium,Agent_02,4.79,4.0,Resolved
TCK-01372,2025-07-24,2025-07-24 06:03:36.000000000,Phone,Product Question,High,Agent_08,6.06,4.0,Resolved
TCK-04575,2025-07-24,2025-07-24 03:19:48.000000000,Phone,Technical Issue,High,Agent_12,3.33,,Resolved
TCK-02843,2025-07-25,2025-07-25 03:06:36.000000000,Email,Billing,Medium,Agent_16,3.11,5.0,Resolved
TCK-04123,2025-07-25,2025-07-25 02:45:00.000000000,Email,Technical Issue,Medium,Agent_07,2.75,4.0,Resolved
TCK-02993,2025-07-25,2025-07-25 05:21:36.000000000,Phone,Billing,Urgent,Agent_12,5.36,,Closed
TCK-03219,2025-07-25,2025-07-25 05:37:48.000000000,Chat,Product Question,Low,Agent_12,5.63,3.0,Resolved
TCK-04490,2025-07-25,2025-07-25 04:15:00.000000000,Phone,Technical Issue,Low,Agent_09,4.25,,Reopened
TCK-02396,2025-07-25,2025-07-25 05:38:24.000000000,Chat,Technical Issue,Low,Agent_04,5.64,,Resolved
TCK-03175,2025-07-25,2025-07-25 01:03:36.000000000,Phone,Product Question,High,Agent_18,1.06,4.0,Resolved
TCK-02564,2025-07-25,2025-07-25 02:07:48.000000000,Email,Refund Request,High,Agent_02,2.13,,Resolved
TCK-02594,2025-07-25,2025-07-25 02:56:24.000000000,Chat,Complaint,High,Agent_15,2.94,3.0,Resolved
TCK-02022,2025-07-25,2025-07-25 01:27:36.000000000,Email,Refund Request,Urgent,Agent_20,1.46,,Resolved
TCK-04344,2025-07-25,2025-07-25 02:26:24.000000000,Email,Complaint,Low,Agent_19,2.44,5.0,Resolved
TCK-01394,2025-07-25,2025-07-25 02:45:00.000000000,Email,Technical Issue,Low,Agent_14,2.75,,Resolved
TCK-03408,2025-07-25,2025-07-25 02:22:48.000000000,Chat,Complaint,Medium,Agent_13,2.38,3.0,Resolved
TCK-00039,2025-07-26,2025-07-26 04:16:12.000000000,Phone,Complaint,Medium,Agent_02,4.27,4.0,Resolved
TCK-00989,2025-07-26,2025-07-26 08:17:23.999999999,Phone,Refund Request,Low,Agent_16,8.29,4.0,Resolved
TCK-01632,2025-07-26,2025-07-26 01:51:00.000000000,Phone,Technical Issue,Medium,Agent_10,1.85,,Resolved
TCK-04312,2025-07-26,2025-07-26 03:07:12.000000000,Phone,Technical Issue,Medium,Agent_04,3.12,,Resolved
TCK-01149,2025-07-26,2025-07-26 04:38:24.000000000,Email,Account Access,Medium,Agent_03,4.64,4.0,Resolved
TCK-02362,2025-07-26,2025-07-26 03:31:12.000000000,Phone,Billing,High,Agent_12,3.52,,Closed
TCK-00666,2025-07-26,2025-07-26 01:06:00.000000000,Email,Refund Request,Low,Agent_05,1.1,,Closed
TCK-04155,2025-07-26,2025-07-26 05:13:48.000000000,Phone,Billing,Medium,Agent_12,5.23,3.0,Closed
TCK-00091,2025-07-26,2025-07-26 04:00:00.000000000,Chat,Product Question,Medium,Agent_10,4.0,3.0,Resolved
TCK-00940,2025-07-26,2025-07-26 03:20:24.000000000,Chat,Account Access,Medium,Agent_18,3.34,,Resolved
TCK-02616,2025-07-26,2025-07-26 08:00:00.000000000,Phone,Technical Issue,Medium,Agent_09,8.0,3.0,Resolved
TCK-00086,2025-07-26,2025-07-26 01:49:12.000000000,Email,Refund Request,High,Agent_18,1.82,3.0,Resolved
TCK-02648,2025-07-26,2025-07-26 01:25:12.000000000,Phone,Complaint,Medium,Agent_03,1.42,,Resolved
TCK-02852,2025-07-27,2025-07-27 06:26:24.000000000,Social Media,Billing,Low,Agent_17,6.44,,Resolved
TCK-02540,2025-07-27,2025-07-27 05:10:12.000000000,Email,Refund Request,Low,Agent_18,5.17,,Resolved
TCK-00076,2025-07-27,2025-07-27 01:07:12.000000000,Chat,Complaint,Medium,Agent_18,1.12,4.0,Resolved
TCK-02607,2025-07-27,2025-07-27 01:49:12.000000000,Email,Billing,High,Agent_02,1.82,,Resolved
TCK-02758,2025-07-27,2025-07-27 02:49:48.000000000,Phone,Technical Issue,High,Agent_20,2.83,,Resolved
TCK-03554,2025-07-27,2025-07-27 04:37:12.000000000,Email,Technical Issue,Low,Agent_06,4.62,,Closed
TCK-00397,2025-07-27,2025-07-27 13:40:48.000000000,Email,Complaint,Medium,Agent_18,13.68,3.0,Resolved
TCK-03851,2025-07-27,2025-07-27 04:36:36.000000000,Chat,Billing,Medium,Agent_09,4.61,4.0,Resolved
TCK-02817,2025-07-27,2025-07-27 05:41:24.000000000,Phone,Account Access,Medium,Agent_05,5.69,,Closed
TCK-01504,2025-07-27,2025-07-27 04:48:36.000000000,Chat,Technical Issue,Medium,Agent_20,4.81,3.0,Resolved
TCK-03104,2025-07-27,2025-07-27 09:32:24.000000000,Phone,Account Access,Medium,Agent_19,9.54,4.0,Closed
TCK-04638,2025-07-27,2025-07-27 01:06:00.000000000,Social Media,Product Question,High,Unknown,1.1,,Resolved
TCK-01415,2025-07-28,2025-07-28 01:07:48.000000000,Phone,Complaint,High,Agent_17,1.13,5.0,Resolved
TCK-02159,2025-07-28,2025-07-28 07:27:36.000000000,Email,Technical Issue,Low,Agent_13,7.46,,Resolved
TCK-03196,2025-07-28,2025-07-28 05:43:48.000000000,Email,Technical Issue,Low,Agent_06,5.73,4.0,Closed
TCK-04852,2025-07-28,2025-07-28 07:13:12.000000000,Chat,Billing,Medium,Agent_14,7.22,,Resolved
TCK-04681,2025-07-28,2025-07-28 03:52:48.000000000,Email,Complaint,High,Agent_07,3.88,4.0,Resolved
TCK-00530,2025-07-28,2025-07-28 02:28:12.000000000,Email,Product Question,Low,Agent_10,2.47,3.0,Resolved
TCK-02263,2025-07-28,2025-07-28 02:18:36.000000000,Chat,Product Question,Medium,Agent_13,2.31,5.0,Closed
TCK-03195,2025-07-28,2025-07-28 02:11:24.000000000,Email,Account Access,Medium,Agent_20,2.19,4.0,Resolved
TCK-04727,2025-07-28,2025-07-28 06:48:36.000000000,Chat,Account Access,Low,Agent_05,6.81,3.0,Resolved
TCK-00248,2025-07-28,2025-07-28 02:27:00.000000000,Phone,Technical Issue,Low,Agent_18,2.45,,Resolved
TCK-00668,2025-07-28,2025-07-28 01:41:24.000000000,Chat,Technical Issue,Low,Unknown,1.69,5.0,Resolved
TCK-01688,2025-07-28,2025-07-28 02:37:48.000000000,Email,Technical Issue,Urgent,Agent_12,2.63,3.0,Closed
TCK-00938,2025-07-28,2025-07-28 01:22:12.000000000,Chat,Complaint,High,Agent_14,1.37,5.0,Resolved
TCK-04146,2025-07-28,2025-07-28 07:25:12.000000000,Phone,Product Question,Low,Agent_07,7.42,4.0,Resolved
TCK-00882,2025-07-28,2025-07-28 03:43:12.000000000,Chat,Billing,Medium,Agent_11,3.72,3.0,Resolved
TCK-03644,2025-07-28,2025-07-28 07:00:00.000000000,Phone,Refund Request,Low,Agent_11,7.0,4.0,Resolved
TCK-01719,2025-07-28,2025-07-28 02:12:36.000000000,Phone,Product Question,Medium,Agent_10,2.21,4.0,Reopened
TCK-03886,2025-07-28,2025-07-28 03:37:12.000000000,Phone,Technical Issue,Low,Agent_10,3.62,,Resolved
TCK-03843,2025-07-29,2025-07-29 01:50:24.000000000,Phone,Complaint,High,Agent_19,1.84,5.0,Closed
TCK-04618,2025-07-29,2025-07-29 10:31:12.000000000,Email,Product Question,Low,Agent_08,10.52,3.0,Resolved
TCK-01857,2025-07-29,2025-07-29 06:19:12.000000000,Phone,Refund Request,Low,Agent_09,6.32,4.0,Resolved
TCK-04937,2025-07-29,2025-07-29 03:06:00.000000000,Phone,Technical Issue,Medium,Agent_10,3.1,5.0,Resolved
TCK-00089,2025-07-29,2025-07-29 01:42:36.000000000,Phone,Technical Issue,Low,Agent_02,1.71,4.0,Resolved
TCK-02697,2025-07-29,2025-07-29 15:08:24.000000000,Email,Product Question,Medium,Agent_01,15.14,,Resolved
TCK-01591,2025-07-29,2025-07-29 00:31:48.000000000,Email,Refund Request,Urgent,Agent_09,0.53,3.0,Resolved
TCK-01304,2025-07-29,2025-07-29 01:57:36.000000000,Email,Product Question,High,Agent_16,1.96,,Resolved
TCK-04717,2025-07-29,2025-07-29 04:10:48.000000000,Email,Product Question,Medium,Agent_06,4.18,,Closed
TCK-01587,2025-07-30,2025-07-30 06:18:36.000000000,Phone,Technical Issue,High,Agent_03,6.31,3.0,Resolved
TCK-02490,2025-07-30,2025-07-30 04:06:00.000000000,Email,Technical Issue,Medium,Agent_09,4.1,4.0,Resolved
TCK-02521,2025-07-30,2025-07-30 05:23:24.000000000,Email,Billing,Medium,Agent_10,5.39,,Resolved
TCK-02207,2025-07-30,2025-07-30 06:19:48.000000000,Chat,Technical Issue,Medium,Agent_15,6.33,3.0,Closed
TCK-01725,2025-07-30,2025-07-30 05:14:24.000000000,Phone,Technical Issue,Low,Agent_05,5.24,3.0,Resolved
TCK-00495,2025-07-30,2025-07-30 10:19:48.000000000,Email,Billing,Low,Agent_13,10.33,2.0,Closed
TCK-03723,2025-07-30,2025-07-30 01:30:36.000000000,Email,Account Access,High,Agent_19,1.51,4.0,Resolved
TCK-00890,2025-07-30,2025-07-30 06:21:36.000000000,Email,Product Question,Low,Agent_09,6.36,3.0,Reopened
TCK-02679,2025-07-31,2025-07-31 05:52:12.000000000,Chat,Account Access,Low,Agent_11,5.87,4.0,Reopened
TCK-03097,2025-07-31,2025-07-31 02:12:36.000000000,Email,Technical Issue,Urgent,Agent_17,2.21,4.0,Resolved
TCK-04325,2025-07-31,2025-07-31 01:56:24.000000000,Phone,Technical Issue,High,Agent_10,1.94,4.0,Resolved
TCK-02639,2025-07-31,2025-07-31 01:40:48.000000000,Phone,Technical Issue,Medium,Agent_16,1.68,4.0,Resolved
TCK-03187,2025-07-31,2025-07-31 09:39:36.000000000,Chat,Refund Request,Medium,Agent_11,9.66,3.0,Closed
TCK-03472,2025-07-31,2025-07-31 01:39:00.000000000,Phone,Product Question,Urgent,Agent_01,1.65,,Resolved
TCK-02586,2025-07-31,2025-07-31 02:42:36.000000000,Phone,Technical Issue,Medium,Agent_19,2.71,,Closed
TCK-03502,2025-07-31,2025-07-31 03:34:11.999999999,Chat,Refund Request,Medium,Agent_01,3.57,4.0,Resolved
TCK-04622,2025-07-31,2025-07-31 07:57:36.000000000,Phone,Account Access,Low,Agent_13,7.96,2.0,Resolved
TCK-00637,2025-07-31,2025-07-31 09:51:00.000000000,Email,Complaint,Medium,Agent_09,9.85,3.0,Resolved
TCK-00557,2025-07-31,2025-08-01 02:52:48.000000000,Email,Billing,Medium,Agent_19,26.88,,Closed
TCK-00188,2025-07-31,2025-07-31 03:56:24.000000000,Email,Technical Issue,Low,Agent_13,3.94,4.0,Resolved
TCK-03035,2025-08-01,2025-08-01 06:24:00.000000000,Phone,Product Question,Medium,Agent_09,6.4,,Closed
TCK-03762,2025-08-01,2025-08-01 01:21:36.000000000,Email,Account Access,High,Agent_14,1.36,4.0,Resolved
TCK-04858,2025-08-01,2025-08-01 04:43:48.000000000,Social Media,Complaint,High,Agent_07,4.73,4.0,Resolved
TCK-03338,2025-08-01,2025-08-01 01:30:36.000000000,Phone,Product Question,Low,Agent_13,1.51,4.0,Resolved
TCK-03711,2025-08-01,2025-08-01 04:37:12.000000000,Chat,Billing,Low,Agent_16,4.62,4.0,Closed
TCK-00226,2025-08-01,2025-08-01 13:29:24.000000000,Chat,Account Access,Low,Agent_04,13.49,3.0,Reopened
TCK-02083,2025-08-01,2025-08-01 02:46:48.000000000,Social Media,Product Question,Medium,Agent_15,2.78,,Resolved
TCK-01121,2025-08-01,2025-08-01 02:18:00.000000000,Email,Technical Issue,Low,Agent_16,2.3,,Closed
TCK-03682,2025-08-01,2025-08-01 05:04:12.000000000,Phone,Billing,Medium,Agent_17,5.07,4.0,Closed
TCK-01720,2025-08-01,2025-08-01 03:46:12.000000000,Phone,Refund Request,Low,Agent_19,3.77,,Resolved
TCK-00384,2025-08-01,2025-08-01 02:13:12.000000000,Social Media,Product Question,Urgent,Agent_10,2.22,3.0,Resolved
TCK-02689,2025-08-01,2025-08-01 02:30:36.000000000,Email,Technical Issue,Low,Agent_06,2.51,2.0,Resolved
TCK-02713,2025-08-01,2025-08-01 10:17:23.999999999,Email,Technical Issue,Low,Agent_03,10.29,,Resolved
TCK-04860,2025-08-02,2025-08-02 01:39:36.000000000,Email,Technical Issue,Medium,Agent_19,1.66,5.0,Closed
TCK-04336,2025-08-02,2025-08-02 02:31:48.000000000,Email,Technical Issue,Medium,Agent_09,2.53,5.0,Closed
TCK-00202,2025-08-02,2025-08-02 03:14:24.000000000,Chat,Complaint,Low,Agent_02,3.24,,Resolved
TCK-01588,2025-08-02,2025-08-02 09:04:12.000000000,Phone,Technical Issue,Low,Agent_05,9.07,3.0,Resolved
TCK-01751,2025-08-02,2025-08-02 03:56:24.000000000,Social Media,Billing,High,Agent_20,3.94,5.0,Resolved
TCK-01375,2025-08-02,2025-08-02 02:06:00.000000000,Chat,Technical Issue,Low,Agent_20,2.1,4.0,Resolved
TCK-02424,2025-08-02,2025-08-02 10:08:24.000000000,Social Media,Account Access,Low,Agent_03,10.14,3.0,Resolved
TCK-01997,2025-08-02,2025-08-02 02:50:24.000000000,Email,Complaint,Medium,Agent_11,2.84,4.0,Resolved
TCK-02508,2025-08-02,2025-08-02 02:19:12.000000000,Email,Billing,Medium,Agent_11,2.32,,Resolved
TCK-04395,2025-08-02,2025-08-02 01:00:00.000000000,Phone,Refund Request,High,Agent_10,1.0,4.0,Resolved
TCK-02150,2025-08-02,2025-08-02 01:46:12.000000000,Email,Complaint,Low,Agent_02,1.77,4.0,Reopened
TCK-01818,2025-08-02,2025-08-02 05:09:00.000000000,Email,Account Access,High,Agent_11,5.15,,Resolved
TCK-04826,2025-08-02,2025-08-02 08:18:00.000000000,Phone,Technical Issue,Low,Agent_02,8.3,4.0,Resolved
TCK-00746,2025-08-03,2025-08-03 01:57:00.000000000,Email,Refund Request,Medium,Agent_20,1.95,3.0,Resolved
TCK-00220,2025-08-03,2025-08-03 02:05:24.000000000,Phone,Technical Issue,Medium,Agent_16,2.09,5.0,Resolved
TCK-00926,2025-08-03,2025-08-03 04:48:00.000000000,Email,Billing,Low,Agent_19,4.8,3.0,Resolved
TCK-02305,2025-08-03,2025-08-03 03:10:48.000000000,Email,Technical Issue,Medium,Agent_02,3.18,,Resolved
TCK-01793,2025-08-03,2025-08-03 02:30:00.000000000,Email,Technical Issue,High,Agent_06,2.5,5.0,Closed
TCK-02195,2025-08-03,2025-08-03 01:37:48.000000000,Phone,Billing,Medium,Agent_07,1.63,4.0,Reopened
TCK-04372,2025-08-03,2025-08-03 07:55:48.000000000,Email,Billing,Low,Agent_13,7.93,3.0,Resolved
TCK-01116,2025-08-03,2025-08-03 06:56:24.000000000,Email,Technical Issue,Low,Agent_10,6.94,,Resolved
TCK-03633,2025-08-03,2025-08-03 05:57:00.000000000,Email,Technical Issue,Medium,Agent_09,5.95,3.0,Resolved
TCK-04545,2025-08-03,2025-08-03 01:01:48.000000000,Email,Technical Issue,High,Agent_01,1.03,5.0,Resolved
TCK-00945,2025-08-03,2025-08-03 04:05:24.000000000,Chat,Product Question,Medium,Agent_13,4.09,,Resolved
TCK-01383,2025-08-03,2025-08-03 01:37:12.000000000,Phone,Product Question,Medium,Agent_12,1.62,4.0,Closed
TCK-03627,2025-08-03,2025-08-03 21:58:48.000000000,Chat,Billing,Low,Agent_07,21.98,,Resolved
TCK-01078,2025-08-03,2025-08-03 01:24:00.000000000,Chat,Account Access,High,Agent_18,1.4,3.0,Resolved
TCK-02907,2025-08-03,2025-08-03 01:26:24.000000000,Social Media,Billing,High,Agent_05,1.44,,Resolved
TCK-04423,2025-08-03,2025-08-03 09:42:00.000000000,Phone,Technical Issue,Low,Agent_01,9.7,4.0,Closed
TCK-04834,2025-08-03,2025-08-03 02:40:12.000000000,Phone,Account Access,Low,Agent_09,2.67,,Resolved
TCK-04468,2025-08-03,2025-08-03 11:46:48.000000000,Email,Billing,Medium,Agent_19,11.78,3.0,Resolved
TCK-01356,2025-08-04,2025-08-04 02:33:00.000000000,Email,Technical Issue,Low,Agent_02,2.55,5.0,Resolved
TCK-00658,2025-08-04,2025-08-04 07:10:48.000000000,Email,Account Access,Medium,Agent_02,7.18,,Resolved
TCK-04507,2025-08-04,2025-08-04 00:39:36.000000000,Phone,Complaint,High,Agent_06,0.66,,Closed
TCK-01278,2025-08-04,2025-08-04 04:05:24.000000000,Chat,Account Access,Medium,Agent_20,4.09,2.0,Resolved
TCK-00508,2025-08-04,2025-08-04 02:54:00.000000000,Chat,Product Question,Medium,Agent_05,2.9,,Resolved
TCK-01506,2025-08-04,2025-08-04 12:26:24.000000000,Chat,Account Access,Medium,Agent_03,12.44,,Resolved
TCK-03929,2025-08-04,2025-08-04 05:41:24.000000000,Phone,Product Question,Low,Agent_12,5.69,,Resolved
TCK-00941,2025-08-04,2025-08-04 10:10:48.000000000,Phone,Complaint,Low,Agent_18,10.18,3.0,Resolved
TCK-04417,2025-08-04,2025-08-04 02:13:12.000000000,Chat,Complaint,High,Agent_20,2.22,5.0,Resolved
TCK-00230,2025-08-04,2025-08-04 14:37:12.000000000,Email,Complaint,Low,Agent_20,14.62,,Resolved
TCK-02520,2025-08-04,2025-08-04 02:12:36.000000000,Chat,Account Access,High,Agent_07,2.21,4.0,Closed
TCK-02025,2025-08-04,2025-08-04 10:33:00.000000000,Email,Account Access,Low,Agent_04,10.55,2.0,Resolved
TCK-04898,2025-08-04,2025-08-04 09:27:36.000000000,Chat,Billing,High,Agent_14,9.46,3.0,Closed
TCK-04020,2025-08-05,2025-08-05 05:26:24.000000000,Phone,Complaint,Low,Agent_14,5.44,4.0,Resolved
TCK-03915,2025-08-05,2025-08-05 04:15:00.000000000,Phone,Account Access,Low,Agent_06,4.25,,Resolved
TCK-00875,2025-08-05,2025-08-05 06:50:24.000000000,Phone,Billing,Low,Agent_20,6.84,,Resolved
TCK-04742,2025-08-05,2025-08-05 04:21:00.000000000,Chat,Technical Issue,Low,Agent_11,4.35,5.0,Resolved
TCK-00480,2025-08-05,2025-08-06 11:19:48.000000000,Email,Refund Request,Medium,Agent_01,35.33,1.0,Resolved
TCK-01568,2025-08-05,2025-08-05 07:41:24.000000000,Phone,Complaint,Low,Agent_11,7.69,3.0,Closed
TCK-02636,2025-08-05,2025-08-05 06:47:24.000000000,Email,Technical Issue,High,Agent_11,6.79,4.0,Resolved
TCK-04896,2025-08-05,2025-08-05 02:16:48.000000000,Chat,Refund Request,Medium,Agent_01,2.28,,Resolved
TCK-02926,2025-08-05,2025-08-05 03:15:00.000000000,Email,Billing,Low,Agent_01,3.25,2.0,Resolved
TCK-04888,2025-08-05,2025-08-05 03:46:48.000000000,Phone,Technical Issue,Low,Agent_20,3.78,4.0,Resolved
TCK-03785,2025-08-05,2025-08-05 00:58:12.000000000,Phone,Product Question,High,Agent_01,0.97,4.0,Resolved
TCK-00648,2025-08-05,2025-08-05 10:48:00.000000000,Email,Refund Request,Low,Agent_11,10.8,3.0,Resolved
TCK-00428,2025-08-06,2025-08-06 05:24:36.000000000,Chat,Technical Issue,Medium,Agent_04,5.41,,Resolved
TCK-04750,2025-08-06,2025-08-06 05:27:00.000000000,Email,Billing,Medium,Agent_15,5.45,4.0,Resolved
TCK-01310,2025-08-06,2025-08-06 02:57:00.000000000,Phone,Refund Request,Low,Agent_08,2.95,5.0,Resolved
TCK-01604,2025-08-06,2025-08-06 01:27:36.000000000,Email,Technical Issue,Medium,Agent_12,1.46,5.0,Resolved
TCK-01614,2025-08-06,2025-08-06 04:18:36.000000000,Phone,Account Access,Medium,Agent_09,4.31,5.0,Resolved
TCK-00415,2025-08-06,2025-08-06 01:38:24.000000000,Phone,Account Access,Urgent,Agent_05,1.64,3.0,Resolved
TCK-04762,2025-08-06,2025-08-06 01:28:12.000000000,Email,Refund Request,High,Agent_07,1.47,5.0,Resolved
